Date,6857.T,8267.T,5201.T,2802.T,6770.T,6113.T,9202.T,8304.T,2502.T,3407.T
2015-07-01,1139.11767578125,1628.0230712890625,3126.331787109375,2455.71142578125,3544.614990234375,1073.88037109375,3021.48193359375,3599.423583984375,3394.978515625,860.1603393554688
2015-07-02,1135.5128173828125,1617.8826904296875,3113.74267578125,2419.23828125,3544.614990234375,1078.0107421875,3110.940185546875,3607.06494140625,3381.637939453125,858.873291015625
2015-07-03,1151.7344970703125,1614.6561279296875,3063.3857421875,2421.547119140625,3586.153564453125,1084.619140625,3113.67822265625,3637.634521484375,3373.190185546875,858.4442749023438
2015-07-06,1127.40185546875,1617.421630859375,2983.653564453125,2371.22265625,3438.461669921875,1053.228759765625,3092.683349609375,3591.78076171875,3304.712646484375,834.5914306640625
2015-07-07,1154.43798828125,1635.8590087890625,2945.88623046875,2445.554443359375,3452.306884765625,1062.3154296875,3188.53076171875,3614.707275390625,3336.283203125,843.0858154296875
2015-07-08,1109.378173828125,1599.4453125,2887.136474609375,2402.617431640625,3299.999755859375,1011.0996704101562,3114.591064453125,3530.643798828125,3317.60693359375,807.4782104492188
2015-07-09,1103.9708251953125,1647.843505859375,2857.761474609375,2397.077392578125,3327.69189453125,1006.9694213867188,3086.29345703125,3500.076416015625,3254.02099609375,802.5016479492188
2015-07-10,1109.378173828125,1616.0389404296875,2882.939697265625,2449.709716796875,3184.615234375,1007.7952270507812,3102.724365234375,3538.287109375,3321.164306640625,790.5753173828125
2015-07-13,1110.2789306640625,1657.98388671875,2908.1181640625,2555.898193359375,3290.769287109375,1026.794677734375,3230.521484375,3538.287109375,3469.680908203125,801.0430908203125
2015-07-14,1145.426025390625,1667.6634521484375,2937.493408203125,2558.667724609375,3406.1533203125,1044.96826171875,3252.42919921875,3568.85498046875,3469.680908203125,809.9663696289062
2015-07-15,1161.6473388671875,1660.74951171875,3013.029052734375,2572.980224609375,3387.692138671875,1044.96826171875,3297.157958984375,3637.634521484375,3502.5859375,819.404541015625
2015-07-16,1134.6116943359375,1693.0152587890625,3025.61767578125,2604.375244140625,3609.230712890625,1047.4461669921875,3324.543212890625,3652.91748046875,3532.377197265625,837.0796508789062
2015-07-17,1116.58740234375,1694.8587646484375,3000.439208984375,2683.78515625,3623.07666015625,1042.489990234375,3335.4970703125,3652.91748046875,3551.498291015625,829.443359375
2015-07-21,1121.9947509765625,1725.2806396484375,2987.850341796875,2692.556884765625,3720.0,1051.5765380859375,3389.3544921875,3691.12841796875,3571.508056640625,829.6150512695312
2015-07-22,1091.35400390625,1712.8350830078125,3130.5283203125,2649.620361328125,3669.230224609375,1055.706787109375,3395.744140625,3668.20166015625,3571.508056640625,803.102294921875
2015-07-23,1081.4407958984375,1712.8350830078125,3080.17138671875,2699.944091796875,3706.15380859375,1047.4461669921875,3475.160888671875,3637.634521484375,3613.750732421875,809.708984375
